coding,selectable,parent_id,node_id,meaning,Level
5413085,Y,5413,5413085,Laster,4.0
5413086,Y,5413,5413086,Leveller (footwear mfr),4.0
5413087,Y,5413,5413087,Looker-over (footwear mfr),4.0
5413088,Y,5413,5413088,"Maker and repairer, shoe",4.0
5413089,Y,5413,5413089,"Maker, bag (leather goods mfr)",4.0
5413090,Y,5413,5413090,"Maker, bag, hand",4.0
5413091,Y,5413,5413091,"Maker, bag, lady's",4.0
5413092,Y,5413,5413092,"Maker, bag, travelling",4.0
5413093,Y,5413,5413093,"Maker, ball, cricket",4.0
5413094,Y,5413,5413094,"Maker, ball, foot",4.0
5413095,Y,5413,5413095,"Maker, bellows (pipe organ)",4.0
5413096,Y,5413,5413096,"Maker, belt (leather)",4.0
5413097,Y,5413,5413097,"Maker, belting (leather)",4.0
5413098,Y,5413,5413098,"Maker, boot",4.0
5413099,Y,5413,5413099,"Maker, boot (retail trade)",4.0
5413100,Y,5413,5413100,"Maker, boot and shoe",4.0
5413101,Y,5413,5413101,"Maker, boot, surgical",4.0
5413102,Y,5413,5413102,"Maker, braces",4.0
5413103,Y,5413,5413103,"Maker, bridle",4.0
5413104,Y,5413,5413104,"Maker, buffer",4.0
5413105,Y,5413,5413105,"Maker, case, attach?",4.0
5413106,Y,5413,5413106,"Maker, case, brush",4.0
5413107,Y,5413,5413107,"Maker, case, dressing",4.0
5413108,Y,5413,5413108,"Maker, case, hat",4.0
5413109,Y,5413,5413109,"Maker, case, leather",4.0
5413110,Y,5413,5413110,"Maker, case, small",4.0
5413111,Y,5413,5413111,"Maker, case, suit",4.0
5413112,Y,5413,5413112,"Maker, clog",4.0
5413113,Y,5413,5413113,"Maker, collar, horse",4.0
5413114,Y,5413,5413114,"Maker, football",4.0
5413115,Y,5413,5413115,"Maker, footwear",4.0
5413116,Y,5413,5413116,"Maker, frame, photo (leather)",4.0
5413117,Y,5413,5413117,"Maker, glove (cricket)",4.0
5413118,Y,5413,5413118,"Maker, glove (boxing)",4.0
5413119,Y,5413,5413119,"Maker, goods, leather",4.0
5413120,Y,5413,5413120,"Maker, handle (leather goods mfr)",4.0
5413121,Y,5413,5413121,"Maker, harness",4.0
5413122,Y,5413,5413122,"Maker, hose, leather",4.0
5413123,Y,5413,5413123,"Maker, lace, boot (leather goods mfr)",4.0
5413124,Y,5413,5413124,"Maker, leather, fancy",4.0
5413125,Y,5413,5413125,"Maker, lining (footwear mfr)",4.0
5413126,Y,5413,5413126,"Maker, pattern (footwear mfr)",4.0
5413127,Y,5413,5413127,"Maker, picker",4.0
5413128,Y,5413,5413128,"Maker, pouffe",4.0
5413129,Y,5413,5413129,"Maker, purse (leather)",4.0
5413130,Y,5413,5413130,"Maker, rosette (leather)",4.0
5413131,Y,5413,5413131,"Maker, saddle",4.0
5413132,Y,5413,5413132,"Maker, scabbard",4.0
5413133,Y,5413,5413133,"Maker, shoe",4.0
5413134,Y,5413,5413134,"Maker, slipper",4.0
5413135,Y,5413,5413135,"Maker, strap",4.0
5413136,Y,5413,5413136,"Maker, trimming (slipper mfr)",4.0
5413137,Y,5413,5413137,"Maker, trimmings (slipper mfr)",4.0
5413138,Y,5413,5413138,"Maker, trunk (leather)",4.0
5413139,Y,5413,5413139,"Maker, washer (leather)",4.0
5413140,Y,5413,5413140,"Maker, welt",4.0
5413141,Y,5413,5413141,"Maker, whip",4.0
5413142,Y,5413,5413142,Maker-up (leather goods mfr),4.0
5413143,Y,5413,5413143,"Man, lathe (textile machinery roller covering)",4.0
5413144,Y,5413,5413144,"Man, maintenance (belt)",4.0
5413145,Y,5413,5413145,"Man, strap",4.0
5413146,Y,5413,5413146,Manufacturer (footwear),4.0
5413147,Y,5413,5413147,Manufacturer (bags),4.0
5413148,Y,5413,5413148,Manufacturer (leather goods),4.0
5413149,Y,5413,5413149,Marker (footwear mfr),4.0
5413150,Y,5413,5413150,"Marker, stitch (footwear mfr)",4.0
5413151,Y,5413,5413151,"Marker, strip",4.0
5413152,Y,5413,5413152,"Mender, belt",4.0
5413153,Y,5413,5413153,"Mender, shoe",4.0
5413154,Y,5413,5413154,"Mender, strap",4.0
5413155,Y,5413,5413155,Moulder (footwear mfr),4.0
5413156,Y,5413,5413156,"Moulder, injection (footwear mfr)",4.0
5413157,Y,5413,5413157,"Moulder, insole",4.0
5413158,Y,5413,5413158,"Moulder, leather",4.0
5413159,Y,5413,5413159,"Moulder, sole",4.0
5413160,Y,5413,5413160,"Moulder, stiffener",4.0
5413161,Y,5413,5413161,Parer (footwear mfr),4.0
5413162,Y,5413,5413162,Pegger (footwear mfr),4.0
5413163,Y,5413,5413163,Perforator (footwear mfr),4.0
5413164,Y,5413,5413164,"Piecer, belt",4.0
5413165,Y,5413,5413165,"Piercer, strap",4.0
5413166,Y,5413,5413166,"Planner, die (footwear mfr)",4.0
5413167,Y,5413,5413167,Pounder,4.0
5413168,Y,5413,5413168,Preparer (footwear mfr),4.0
5413169,Y,5413,5413169,Preparer (leather goods mfr),4.0
5413170,Y,5413,5413170,"Preparer, case",4.0
5413171,Y,5413,5413171,Pricker (leather goods mfr),4.0
5413172,Y,5413,5413172,Pricker-up,4.0
5413173,Y,5413,5413173,"Puller, tack",4.0
5413174,Y,5413,5413174,Puller-on (footwear mfr),4.0
5413175,Y,5413,5413175,Puller-over (footwear mfr),4.0
5413176,Y,5413,5413176,Puncher (footwear mfr),4.0
5413177,Y,5413,5413177,Putter-on (clog mfr),4.0
5413178,Y,5413,5413178,Ranger (footwear mfr),4.0
5413179,Y,5413,5413179,Re-laster,4.0
5413180,Y,5413,5413180,Rectifier (footwear mfr),4.0
5413181,Y,5413,5413181,Repairer (footwear),4.0
5413182,Y,5413,5413182,Repairer (leather goods),4.0
5413183,Y,5413,5413183,"Repairer, bag (hand bags)",4.0
5413184,Y,5413,5413184,"Repairer, belt",4.0
5413185,Y,5413,5413185,"Repairer, belting",4.0
5413186,Y,5413,5413186,"Repairer, boot and shoe",4.0
5413187,Y,5413,5413187,"Repairer, shoe",4.0
5413188,Y,5413,5413188,Rounder (footwear mfr),4.0
5413189,Y,5413,5413189,Rubber-down (footwear mfr),4.0
5413190,Y,5413,5413190,Rubber-off (footwear mfr),4.0
5413191,Y,5413,5413191,Saddler,4.0
5413192,Y,5413,5413192,Scourer (footwear mfr),4.0
5413193,Y,5413,5413193,"Scraper, heel (footwear mfr)",4.0
5413194,Y,5413,5413194,"Separator, stitch",4.0
5413195,Y,5413,5413195,Sewer (footwear mfr),4.0
5413196,Y,5413,5413196,Sewer (leather goods mfr),4.0
5413197,Y,5413,5413197,Sewer (rubber footwear mfr),4.0
5413198,Y,5413,5413198,"Sewer, belting",4.0
5413199,Y,5413,5413199,"Sewer, rug, skin",4.0
5413200,Y,5413,5413200,"Sewer, sole",4.0
5413201,Y,5413,5413201,"Sewer, welt",4.0
5413202,Y,5413,5413202,"Sewer, wire",4.0
5413203,Y,5413,5413203,"Sinker, seat",4.0
5413204,Y,5413,5413204,Skiver (footwear mfr),4.0
5413205,Y,5413,5413205,"Slipper, last",4.0
5413206,Y,5413,5413206,"Slipper, shoe",4.0
5413207,Y,5413,5413207,Spotter (footwear mfr),4.0
5413208,Y,5413,5413208,Squarer-up,4.0
5413209,Y,5413,5413209,Stitcher (footwear mfr),4.0
5413210,Y,5413,5413210,Stitcher (leather goods mfr),4.0
5413211,Y,5413,5413211,"Stitcher, ball, cricket",4.0
5413212,Y,5413,5413212,"Stitcher, collar",4.0
5413213,Y,5413,5413213,"Stitcher, football",4.0
5413214,Y,5413,5413214,"Stitcher, glove, boxing",4.0
5413215,Y,5413,5413215,"Stitcher, leather",4.0
5413216,Y,5413,5413216,"Stitcher, lock (slipper mfr)",4.0
5413217,Y,5413,5413217,"Stitcher, rapid",4.0
5413218,Y,5413,5413218,"Stitcher, wire (leather goods mfr)",4.0
5413219,Y,5413,5413219,"Stocker, whip",4.0
5413220,Y,5413,5413220,Stringer (footwear mfr),4.0
5413221,Y,5413,5413221,"Stripper, lace, leather",4.0
5413222,Y,5413,5413222,Tapper (footwear mfr),4.0
5413223,Y,5413,5413223,Tracer (footwear mfr),4.0
5413224,Y,5413,5413224,Translator (footwear mfr),4.0
5413225,Y,5413,5413225,Treer,4.0
5413226,Y,5413,5413226,Trimmer (footwear mfr),4.0
5413227,Y,5413,5413227,Trimmer (leather goods mfr),4.0
5413228,Y,5413,5413228,"Trimmer, boot",4.0
5413229,Y,5413,5413229,"Trimmer, heel",4.0
5413230,Y,5413,5413230,Turner (footwear mfr),4.0
5413231,Y,5413,5413231,"Turner, slipper",4.0
5413232,Y,5413,5413232,Vamper,4.0
5413233,Y,5413,5413233,Welter (footwear mfr),4.0
5413234,Y,5413,5413234,Wetter (footwear mfr),4.0
5413235,Y,5413,5413235,Wheeler (footwear mfr),4.0
5413236,Y,5413,5413236,"Wheeler, welt",4.0
5413237,Y,5413,5413237,"Worker, boot and shoe",4.0
5413238,Y,5413,5413238,"Worker, craft, leather",4.0
5413239,Y,5413,5413239,"Worker, goods, leather",4.0
5413240,Y,5413,5413240,"Worker, leather (artificial limb mfr)",4.0
5413241,Y,5413,5413241,"Worker, leather (leather goods mfr)",4.0
5413242,Y,5413,5413242,"Worker, leather, fancy",4.0
5413243,Y,5413,5413243,"Worker, leather, hydraulic and mechanical",4.0
5413244,Y,5413,5413244,"Worker, leather, orthopaedic",4.0
5413245,Y,5413,5413245,"Worker, saddle",4.0
5413246,Y,5413,5413246,"Worker, shoe",4.0
5413247,Y,5413,5413247,"Worker, shoeroom",4.0
5413248,Y,5413,5413248,"Worker, slipper",4.0
5414001,Y,5414,5414001,Assistant (tailoring),4.0
5414002,Y,5414,5414002,"Assistant, alteration",4.0
5414003,Y,5414,5414003,"Assistant, tailor's",4.0
5414004,Y,5414,5414004,Baister,4.0
5414005,Y,5414,5414005,Baster,4.0
5414006,Y,5414,5414006,Copyist (millinery mfr),4.0
5414007,Y,5414,5414007,"Copyist, milliner's",4.0
5414008,Y,5414,5414008,Costumier,4.0
5414009,Y,5414,5414009,Dressmaker,4.0
5414010,Y,5414,5414010,Fitter (clothing mfr),4.0
5414011,Y,5414,5414011,Fitter and trimmer,4.0
5414012,Y,5414,5414012,"Fitter, alteration",4.0
5414013,Y,5414,5414013,"Fitter, clothing (retail trade)",4.0
5414014,Y,5414,5414014,"Fitter, coat",4.0
5414015,Y,5414,5414015,"Fitter, dress",4.0
5414016,Y,5414,5414016,"Fitter, tailor's",4.0
5414017,Y,5414,5414017,Fitter-up (clothing mfr),4.0
5414018,Y,5414,5414018,Foreman (tailoring),4.0
5414019,Y,5414,5414019,Furrier (fur goods mfr),4.0
5414020,Y,5414,5414020,"Hand, alteration",4.0
5414021,Y,5414,5414021,"Hand, first (clothing mfr)",4.0
5414022,Y,5414,5414022,"Hand, general (dressmaking)",4.0
5414023,Y,5414,5414023,"Hand, second (clothing mfr)",4.0
5414024,Y,5414,5414024,"Maker, blouse",4.0
5414025,Y,5414,5414025,"Maker, cap (clothing mfr)",4.0
5414026,Y,5414,5414026,"Maker, coat",4.0
5414027,Y,5414,5414027,"Maker, costume",4.0
5414028,Y,5414,5414028,"Maker, dress",4.0
5414029,Y,5414,5414029,"Maker, garment",4.0
5414030,Y,5414,5414030,"Maker, kilt",4.0
5414031,Y,5414,5414031,"Maker, mantle, fur",4.0
5414032,Y,5414,5414032,"Maker, shirt",4.0
5414033,Y,5414,5414033,"Maker, skirt",4.0
5414034,Y,5414,5414034,"Maker, trouser",4.0
5414035,Y,5414,5414035,"Maker, waistcoat",4.0
5414036,Y,5414,5414036,Measurer (clothing mfr),4.0
5414037,Y,5414,5414037,Milliner,4.0
5414038,Y,5414,5414038,Pleater (clothing mfr),4.0
5414039,Y,5414,5414039,Tacker (tailoring),4.0
5414040,Y,5414,5414040,Tailor,4.0
5414041,Y,5414,5414041,Tailor and outfitter,4.0
5414042,Y,5414,5414042,Tailoress,4.0
5419001,Y,5419,5419001,Assistant (dressmaking),4.0
5419002,Y,5419,5419002,"Assistant, maker's, dress",4.0
5419003,Y,5419,5419003,"Assistant, trimmer's (upholstering)",4.0
5419004,Y,5419,5419004,"Binder, chair",4.0
5419005,Y,5419,5419005,"Binder, umbrella",4.0
5419006,Y,5419,5419006,Blocker (hat mfr),4.0
5419007,Y,5419,5419007,"Blocker, hat",4.0
5419008,Y,5419,5419008,"Bonder, garment, rainproof",4.0
5419009,Y,5419,5419009,Braider (vehicle building),4.0
5419010,Y,5419,5419010,Buttoner (clothing mfr),4.0
5419011,Y,5419,5419011,Cleaner (clothing mfr),4.0
5419012,Y,5419,5419012,"Cleaner, hat",4.0
5419013,Y,5419,5419013,Clearer (embroidering),4.0
5419014,Y,5419,5419014,Coner (felt hood mfr),4.0
5419015,Y,5419,5419015,"Consultant, corsetry",4.0
5419016,Y,5419,5419016,Corder (upholstering),4.0
5419017,Y,5419,5419017,Corsetiere,4.0
5419018,Y,5419,5419018,Coverer (coat hanger mfr),4.0
5419019,Y,5419,5419019,Curler (hat mfr),4.0
5419020,Y,5419,5419020,Cutter (artificial flower mfr),4.0
5419021,Y,5419,5419021,Cutter (canvas goods mfr),4.0
5419022,Y,5419,5419022,Cutter (coach trimming),4.0
5419023,Y,5419,5419023,Cutter (soft toy mfr),4.0
5419024,Y,5419,5419024,Cutter (upholstering),4.0
5419025,Y,5419,5419025,"Cutter, asbestos (mattress, upholstery mfr)",4.0
5419026,Y,5419,5419026,"Cutter, bag (canvas)",4.0
5419027,Y,5419,5419027,"Cutter, bandage",4.0
5419028,Y,5419,5419028,"Cutter, bias",4.0
5419029,Y,5419,5419029,"Cutter, cloth, umbrella",4.0
5419030,Y,5419,5419030,"Cutter, corset",4.0
5419031,Y,5419,5419031,"Cutter, design (clothing mfr)",4.0
5419032,Y,5419,5419032,"Cutter, designer",4.0
5419033,Y,5419,5419033,"Cutter, felt (textile mfr)",4.0
5419034,Y,5419,5419034,"Cutter, flag",4.0
5419035,Y,5419,5419035,"Cutter, laces",4.0
5419036,Y,5419,5419036,"Cutter, pattern (fur goods mfr)",4.0
5419037,Y,5419,5419037,"Cutter, pattern (textile mfr)",4.0
5419038,Y,5419,5419038,"Cutter, press (textile mfr)",4.0
5419039,Y,5419,5419039,"Cutter, rib (hosiery, knitwear mfr)",4.0
5419040,Y,5419,5419040,"Cutter, ribbon (typewriter ribbons)",4.0
5419041,Y,5419,5419041,"Cutter, roll",4.0
5419042,Y,5419,5419042,"Cutter, sack",4.0
5419043,Y,5419,5419043,"Cutter, thread",4.0
5419044,Y,5419,5419044,"Cutter, upholstery",4.0
5419045,Y,5419,5419045,"Darner (hotels, catering, public houses)",4.0
5419046,Y,5419,5419046,Darner (textile mfr),4.0
5419047,Y,5419,5419047,Darner (textile mfr: sack repairing),4.0
5419048,Y,5419,5419048,Designer-cutter (clothing mfr),4.0
5419049,Y,5419,5419049,Drawthreader,4.0
5419050,Y,5419,5419050,Embroiderer,4.0
5419051,Y,5419,5419051,Eyeletter (clothing mfr),4.0
5419052,Y,5419,5419052,"Filler, cushion",4.0
5419053,Y,5419,5419053,"Filler, hand (upholstery mfr)",4.0
5419054,Y,5419,5419054,Finisher (canvas goods mfr),4.0
5419055,Y,5419,5419055,Finisher (hat mfr),4.0
5419056,Y,5419,5419056,"Finisher, hand (clothing mfr)",4.0
5419057,Y,5419,5419057,"Finisher, hand (felt hat mfr)",4.0
5419058,Y,5419,5419058,"Finisher, hand (knitted goods mfr)",4.0
5419059,Y,5419,5419059,"Finisher, hat",4.0
5419060,Y,5419,5419060,"Finisher, tent",4.0
5419061,Y,5419,5419061,"Fitter, corset, surgical",4.0
5419062,Y,5419,5419062,"Fitter, corsetry",4.0
5419063,Y,5419,5419063,Flanger (hat mfr),4.0
5419064,Y,5419,5419064,Foreman (canvas goods mfr),4.0
5419065,Y,5419,5419065,Foreman (clothing mfr),4.0
5419066,Y,5419,5419066,"Framer, calico",4.0
5419067,Y,5419,5419067,Grader (paper pattern mfr),4.0
5419068,Y,5419,5419068,"Grader, pattern (clothing mfr)",4.0
5419069,Y,5419,5419069,"Hand, bag",4.0
5419070,Y,5419,5419070,"Hand, front (clothing mfr)",4.0
5419071,Y,5419,5419071,"Hand, pattern (lace mfr)",4.0
5419072,Y,5419,5419072,"Hand, stripping (hosiery, knitwear mfr)",4.0
5419073,Y,5419,5419073,Hatter (hat mfr),4.0
5419074,Y,5419,5419074,Layer-down (textile finishing),4.0
5419075,Y,5419,5419075,Layer-out (glove mfr),4.0
5419076,Y,5419,5419076,Lurer,4.0
5419077,Y,5419,5419077,Machinist (sanitary towel mfr),4.0
5419078,Y,5419,5419078,"Machinist, blocking",4.0
5419079,Y,5419,5419079,"Machinist, eyelet-hole",4.0
5419080,Y,5419,5419080,"Machinist, guillotine (textile products mfr)",4.0
5419081,Y,5419,5419081,"Machinist, slitting (fabric mfr)",4.0
5419082,Y,5419,5419082,"Machinist, slitting and winding",4.0
5419083,Y,5419,5419083,"Machinist, stitching, wire",4.0
5419084,Y,5419,5419084,"Machinist, tufting (mattress, upholstery mfr)",4.0
5419085,Y,5419,5419085,"Maker, bag, jute",4.0
5419086,Y,5419,5419086,"Maker, bag, nail",4.0
5419087,Y,5419,5419087,"Maker, bandage",4.0
5419088,Y,5419,5419088,"Maker, body (hat mfr)",4.0
5419089,Y,5419,5419089,"Maker, colour (flag mfr)",4.0
5419090,Y,5419,5419090,"Maker, corset",4.0
5419091,Y,5419,5419091,"Maker, hat",4.0
5419092,Y,5419,5419092,"Maker, helmet",4.0
5419093,Y,5419,5419093,"Maker, marker",4.0
5419094,Y,5419,5419094,"Maker, mount, wig",4.0
5419095,Y,5419,5419095,"Maker, pattern (artificial flower mfr)",4.0
5419096,Y,5419,5419096,"Maker, pattern (textile mfr)",4.0
5419097,Y,5419,5419097,"Maker, puff, powder",4.0
5419098,Y,5419,5419098,"Maker, sail",4.0
5419099,Y,5419,5419099,"Maker, sample (textile mfr)",4.0
5419100,Y,5419,5419100,"Maker, tent",4.0
5419101,Y,5419,5419101,"Maker, towel",4.0
5419102,Y,5419,5419102,"Maker, umbrella",4.0
5419103,Y,5419,5419103,"Maker, waterproof",4.0
5419104,Y,5419,5419104,Maker-up (art needlework mfr),4.0
5419105,Y,5419,5419105,"Man, table (clothing mfr)",4.0
5419106,Y,5419,5419106,Manufacturer (hats),4.0
5419107,Y,5419,5419107,Manufacturer (clothing),4.0
5419108,Y,5419,5419108,Manufacturer (canvas goods),4.0
5419109,Y,5419,5419109,Manufacturer (umbrellas),4.0
5419110,Y,5419,5419110,Marker (embroidery mfr),4.0
5419111,Y,5419,5419111,"Marker (hosiery, knitwear mfr)",4.0
5419112,Y,5419,5419112,Marker (textile mfr),4.0
5419113,Y,5419,5419113,"Marker, button",4.0
5419114,Y,5419,5419114,"Marker, buttonhole",4.0
5419115,Y,5419,5419115,"Marker, lining",4.0
5419116,Y,5419,5419116,"Marker, pattern (down quilt, etc)",4.0
5419117,Y,5419,5419117,"Marker, piece (textile mfr)",4.0
5419118,Y,5419,5419118,Marker-off (textile mfr),4.0
5419119,Y,5419,5419119,Matcher (clothing mfr),4.0
5419120,Y,5419,5419120,Matcher (hat mfr),4.0
5419121,Y,5419,5419121,Modeller,4.0
5419122,Y,5419,5419122,"Modeller, pattern, paper",4.0
5419123,Y,5419,5419123,"Operator, guillotine (coach trimming)",4.0
5419124,Y,5419,5419124,Painter (textile designing),4.0
5419125,Y,5419,5419125,Pantographer (lace mfr),4.0
5419126,Y,5419,5419126,Parer (clothing mfr),4.0
5419127,Y,5419,5419127,"Patcher, wool",4.0
5419128,Y,5419,5419128,Penciller (clothing mfr),4.0
5419129,Y,5419,5419129,Perforator (embroidery mfr),4.0
5419130,Y,5419,5419130,Perforator (glove mfr),4.0
5419131,Y,5419,5419131,Planner (clothing mfr),4.0
5419132,Y,5419,5419132,"Planner, clothier's",4.0
5419133,Y,5419,5419133,Polisher (hat mfr),4.0
5419134,Y,5419,5419134,"Polisher, hat",4.0
5419135,Y,5419,5419135,Pouncer,4.0
5419136,Y,5419,5419136,Preparer (embroidery mfr),4.0
5419137,Y,5419,5419137,"Preparer, design, textiles",4.0
5419138,Y,5419,5419138,"Puller, base (clothing mfr)",4.0
5419139,Y,5419,5419139,"Puller, baste",4.0
5419140,Y,5419,5419140,Putter-on (textile printing),4.0
5419141,Y,5419,5419141,Repairer (embroidery mfr),4.0
5419142,Y,5419,5419142,"Repairer, umbrella",4.0
5419143,Y,5419,5419143,Restorer (textiles),4.0
5419144,Y,5419,5419144,"Restorer, tapestry",4.0
5419145,Y,5419,5419145,Rounder (hat mfr),4.0
5419146,Y,5419,5419146,Rounder-off,4.0
5419147,Y,5419,5419147,Sewer (powder puff mfr),4.0
5419148,Y,5419,5419148,"Sewer, hand",4.0
5419149,Y,5419,5419149,Shaper (millinery mfr),4.0
5419150,Y,5419,5419150,"Shaper, brim",4.0
5419151,Y,5419,5419151,Shaver (hat mfr),4.0
5419152,Y,5419,5419152,"Shaver, hood",4.0
5419153,Y,5419,5419153,Shearer (glove mfr),4.0
5419154,Y,5419,5419154,Shearman (clothing mfr),4.0
5419155,Y,5419,5419155,Shuttler,4.0
5419156,Y,5419,5419156,"Slitter, fabrics",4.0
5419157,Y,5419,5419157,Smearer (waterproof garment mfr),4.0
5419158,Y,5419,5419158,Smocker,4.0
5419159,Y,5419,5419159,Starrer,4.0
5419160,Y,5419,5419160,Steamer (felt hat mfr),4.0
5419161,Y,5419,5419161,"Steamer, hat",4.0
5419162,Y,5419,5419162,Stenciller (art needlework mfr),4.0
5419163,Y,5419,5419163,Sticker (clothing mfr),4.0
5419164,Y,5419,5419164,"Stuffer (mattress, upholstery mfr)",4.0
5419165,Y,5419,5419165,Stuffer (toy mfr),4.0
5419166,Y,5419,5419166,"Stuffer, chair",4.0
5419167,Y,5419,5419167,"Stuffer, cushion",4.0
5419168,Y,5419,5419168,Swabber,4.0
5419169,Y,5419,5419169,Sweater (hat mfr),4.0
5419170,Y,5419,5419170,Tacker (corset mfr),4.0
5419171,Y,5419,5419171,Taker-off (clothing mfr),4.0
5419172,Y,5419,5419172,Tambourer (textile making-up),4.0
5419173,Y,5419,5419173,Threader (embroidery mfr),4.0
5419174,Y,5419,5419174,"Threader, draw",4.0
5419175,Y,5419,5419175,Tracer (embroidery mfr),4.0
5419176,Y,5419,5419176,Trimmer (embroidery mfr),4.0
5419177,Y,5419,5419177,Trimmer (glove mfr),4.0
5419178,Y,5419,5419178,Trimmer (hat mfr),4.0
5419179,Y,5419,5419179,Trimmer (knitwear mfr),4.0
5419180,Y,5419,5419180,"Trimmer, coffin",4.0
5419181,Y,5419,5419181,Tucker (clothing mfr),4.0
5419182,Y,5419,5419182,"Tufter (mattress, upholstery mfr)",4.0
5419183,Y,5419,5419183,Tufter (soft furnishings mfr),4.0
5419184,Y,5419,5419184,Turner (canvas goods mfr),4.0
5419185,Y,5419,5419185,Turner (clothing mfr),4.0
5419186,Y,5419,5419186,"Turner (hosiery, knitwear mfr)",4.0
5419187,Y,5419,5419187,"Turner, collar",4.0
5419188,Y,5419,5419188,"Turner, glove",4.0
5419189,Y,5419,5419189,Turner-down (glove mfr),4.0
5419190,Y,5419,5419190,Velourer,4.0
5419191,Y,5419,5419191,"Worker, straw (hat mfr)",4.0
5419192,Y,5419,5419192,"Worker, table (textile mfr)",4.0
5419193,Y,5419,5419193,"Worker, tapestry",4.0
5421001,Y,5421,5421001,"Artist, paste-up",4.0
5421002,Y,5421,5421002,Assembler (photo-lithographic plates mfr),4.0
5421003,Y,5421,5421003,"Assembler, mould (monotype)",4.0
5421004,Y,5421,5421004,"Assistant, lithographic",4.0
5421005,Y,5421,5421005,"Assistant, stereotyper's",4.0
5421006,Y,5421,5421006,"Attendant, caster, monotype",4.0
5421007,Y,5421,5421007,Caster (printing),4.0
5421008,Y,5421,5421008,"Caster, monotype",4.0
5421009,Y,5421,5421009,Clicker (printing),4.0
5421010,Y,5421,5421010,Compositor,4.0
5421011,Y,5421,5421011,"Designer, typographical",4.0
5421012,Y,5421,5421012,Displayman (printing),4.0
5421013,Y,5421,5421013,"Draughtsman, lithographic",4.0
5421014,Y,5421,5421014,"Draughtsman, printer's",4.0
5421015,Y,5421,5421015,Electrotyper,4.0
5421016,Y,5421,5421016,Engraver (Ordnance Survey),4.0
5421017,Y,5421,5421017,Engraver (printing),4.0
5421018,Y,5421,5421018,Engraver (textile printing),4.0
5421019,Y,5421,5421019,"Engraver, bank-note",4.0
5421020,Y,5421,5421020,"Engraver, block, process",4.0
5421021,Y,5421,5421021,"Engraver, chemical",4.0
5421022,Y,5421,5421022,"Engraver, copper",4.0
5421023,Y,5421,5421023,"Engraver, die",4.0
5421024,Y,5421,5421024,"Engraver, hand (textile mfr)",4.0
5421025,Y,5421,5421025,"Engraver, heraldic",4.0
5421026,Y,5421,5421026,"Engraver, line",4.0
5421027,Y,5421,5421027,"Engraver, machine",4.0
5421028,Y,5421,5421028,"Engraver, map",4.0
5421029,Y,5421,5421029,"Engraver, mark, stamp",4.0
5421030,Y,5421,5421030,"Engraver, music",4.0
5421031,Y,5421,5421031,"Engraver, pantograph (roller engraving)",4.0
5421032,Y,5421,5421032,"Engraver, photo",4.0
5421033,Y,5421,5421033,"Engraver, photographic",4.0
5421034,Y,5421,5421034,"Engraver, photogravure",4.0
5421035,Y,5421,5421035,"Engraver, plate, copper",4.0
5421036,Y,5421,5421036,"Engraver, potter's",4.0
5421037,Y,5421,5421037,"Engraver, process",4.0
5421038,Y,5421,5421038,"Engraver, punch",4.0
5421039,Y,5421,5421039,"Engraver, relief",4.0
5421040,Y,5421,5421040,"Engraver, roller",4.0
5421041,Y,5421,5421041,"Engraver, seal",4.0
5421042,Y,5421,5421042,"Engraver, transfer",4.0
5421043,Y,5421,5421043,Etcher (printing),4.0
5421044,Y,5421,5421044,"Etcher, block, process",4.0
5421045,Y,5421,5421045,"Etcher, colour",4.0
5421046,Y,5421,5421046,"Etcher, copper (printing)",4.0
5421047,Y,5421,5421047,"Etcher, deep",4.0
5421048,Y,5421,5421048,"Etcher, fine",4.0
5421049,Y,5421,5421049,"Etcher, line",4.0
5421050,Y,5421,5421050,"Etcher, photogravure",4.0
5421051,Y,5421,5421051,"Etcher, roller",4.0
5421052,Y,5421,5421052,"Etcher, rough",4.0
5421053,Y,5421,5421053,"Etcher, tone, half",4.0
5421054,Y,5421,5421054,"Hand, box (printing)",4.0
5421055,Y,5421,5421055,"Hand, imposition",4.0
5421056,Y,5421,5421056,"Hand, make-up",4.0
5421057,Y,5421,5421057,"Hand, plate (printing)",4.0
5421058,Y,5421,5421058,"Hand, poster",4.0
5421059,Y,5421,5421059,"Hand, stone",4.0
5421060,Y,5421,5421060,"Hand, yardage",4.0
5421061,Y,5421,5421061,Impressioner (engraver's),4.0
5421062,Y,5421,5421062,"Layer, plate (printing)",4.0
5421063,Y,5421,5421063,"Layer, printer's (textile printing)",4.0
5421064,Y,5421,5421064,"Lithographer, photo",4.0
5421065,Y,5421,5421065,"Machinist, casting, monotype",4.0
5421066,Y,5421,5421066,"Machinist, linotype",4.0
5421067,Y,5421,5421067,"Machinist, plate-backing (photographic plate mfr)",4.0
5421068,Y,5421,5421068,"Maker, block (printing)",4.0
5421069,Y,5421,5421069,"Maker, plate",4.0
5421070,Y,5421,5421070,"Maker, plate, lithographic",4.0
5421071,Y,5421,5421071,Maker-up (printing),4.0
5421072,Y,5421,5421072,"Man, lay-out (printing)",4.0
5421073,Y,5421,5421073,Measurer (paper pattern mfr),4.0
5421074,Y,5421,5421074,"Metaller, bronzing",4.0
5421075,Y,5421,5421075,Moulder (printing),4.0
5421076,Y,5421,5421076,"Moulder, wax",4.0
5421077,Y,5421,5421077,"Operator, caster, monotype",4.0
